emotion,content
neutral,@midgetmeg HI MEG! @mileycyrus Life's a climb but the view is great.
neutral,Tweet Later! Byee
neutral,@StephReayy we are going all out!
neutral,iPhone Nano and iPhone Shuffle http://tinyurl.com/dc4jbk. No surprises if this really happens
neutral,"Off school today, Happy May Day."
neutral,@lyssiecc hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?
amazed,@alandavies1 diggin' your moustachio! Looking good daddio!
happy,CAPONES island in 2 days!!! my summer is just starting...
happy,&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo
sad,thats my moan for the day
neutral,@fudgecrumpet Prefer 80's singstar. I know all the words!
neutral,is helping @karenegge making a twitter account
happy,Already back from shopping and about to do a nice monday roast
happy,@vileness now that is hilarious. I can imagine their reactions.
happy,"@R1CC1 that's funny...well, i'll say bye again b/c i'm really THAT delirious...lol... i worked 13 hrs i think...crazy...anyhoo bye lady!"
neutral,is chatting to one of her besties.
neutral,third driving lesson then back to the office
happy,@lisibo &quot;grace and skills of a newborn giraffe &quot; is a great visual aid!    Fabulous language to use as an example for kids.  Thx!
neutral,@danishctc checked and commented
happy,May the 4th be with me today as I round off the weekend with one more session - happy 4th y'all from the Fintster
neutral,Save The Readheads!
happy,Welcome new followers also
happy,"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!"
neutral,Colleen really sincerely hopes that @KalebNation gets better soon.
neutral,"Well, up and into the third day of Virgin 1's Captain's Log Star Trek weekend"
neutral,@MaverickNY Thank you!!
neutral,Just got back.
sad,"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !"
amazed,JD and Turk make me laugh  #scrubs
happy,looking forward to Ben's baseball game tonight
amazed,will play quake3 in 3min
neutral,@rockeye You are always amusing.
neutral,"@DD_Lovato oh I see. Thanks for replying. anyway, how are you?"
sad,@FotoWala Nice - your book will be a ready reckoner for new stuff next time I'm there!
sad,well i'm gonna go now.  goodbye all.
neutral,Searching for wavy hairstyle
happy,@piyush_ranjan Did I ever mention what a nice and awesome dude you are?
neutral,"Woke up and it's bank holiday monday, so no college. got a text from tom via jason's mobile earlier today, so i'm hoping they turned up."
neutral,@garthk cheers for the aptism link
happy,mint choc ice cream whilst studying.....now thats good
amazed,@macaronigirl Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
happy,Good episode of Top Gear tonight.
amazed,@torriRAWR OMG apparantley green day are touring here in december..we are so going
happy,"With that said, I'm out til later. Enjoy your day everyone!"
happy,@lapix Thanks Ennio
happy,Caught on Google Street View http://twitzap.com/u/aw4 - A couple of good ones
neutral,@becca_roo you're welcome.
neutral,I'm in French and we don't have a teacher.  One hour left til school ends.
neutral,@julierockaholic STEPHEN KING FO SHO
happy,I'm wondering how big the rumored new 'large screen' Kindle will be - http://is.gd/wyFI -and when we can start seeing K12 textbooks on it
neutral,@khanserai why that's a halo
neutral,is about to go duster shoppping in greenhills with my Mom for Balikbayans
happy,is feeling very happy despite the amount of work that i need to do today!!! Happy times
neutral,"@darklord1 Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL"
sad,Waaaa. I ran my machine problem! Yeah!
sad,eating breakfast  getting ready to go to school ;(
amazed,Have just bought a TV tuner for my laptop.  He he.  I deserve a present
neutral,R-T @michaeldunlop 30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share
happy,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!"
neutral,IDIOTat)gameszombie you're welcome  Th*nks for the follow back. (stonedbuzz) #IDIOT
neutral,@Jeejee99 dat klinkt erg enthousiast
neutral,"@joshroyse Josh  Excuse me, but, at what time is it going to begin?"
amazed,Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain
sad,"@iamdiddy If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!"
happy,On my way home. I think i am over him
neutral,Me hice una maruchan
neutral,@robfindlay http://tinyurl.com/d4l3oe Desktop wallpaper like the inside of a monitor
neutral,"@sylvied school trip to Phuket Thailand, I was 12 while living in Singapore"
neutral,Hello twitter
happy,"@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
neutral,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??
neutral,@ashleno NO GO ROVE GO THE MCMANUS'  adam is cool tho
happy,@inkcircles Thank you!
amazed,@phil_nash Ba-dum-tish!  You win
neutral,@jrmxsoccerx2x ahh retweet everything i say!
neutral,@shaddybabybitch Hello there
neutral,"@ROBBIEEEEE Aha, Ok  I might see you there yano."
neutral,Can't wait till Friday. Leave school at 10:15 and party at Manor Heath for the rest of the day
happy,@quinland    Lmao Yes its on the 27th  I get so excited lol
happy,"@katoi awww, a very happy birthday to him"
happy,@nikkiwoods no problem! i think it's a great thing to reflect on.
neutral,"@prgirl I still think everyone using twitter now is an early adopter, but yes, the underscore doesn't look so cool"
neutral,I am going to start using @1Password for fast access to m.twitter.com at school
happy,gooodmorning people of earth!
neutral,@Woywegian  Hello there hope your over your flu now
happy,@ckanal funny you should say...am filling it out as we speak ;) cheers!
neutral,looking for people
happy,@chromasia I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!
amazed,About to take a shower. Then see how annas doing
neutral,@understood Well best of luck
happy,@fallenstar_ I got 71! That's more than I'm following... I feel special now
neutral,"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune   via http://twibes.com/group/PICT"
neutral,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun"
happy,@jjkraal Thanks! Fotoreportage coming soon
neutral,Good morning!
neutral,@bethharperwalsh Yes for sure ! its all that i would eat !!
sad,"The Aspitar Hospital in Doha is amazing. Great service, nice building and free WiFi. Win"
neutral,@coollike toy story pwns
happy,@Blondie_HK very funny
neutral,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!
happy,"@fallenstar_ Oh ok then, I've been there before for a wedding. It was heaps nice there. I'm a big fan of Qld"
happy,"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out"
neutral,says I'm tutoring my cousin!  http://plurk.com/p/rpp57
happy,"@DrRus @BruceBrownNC Good morning, gents!  How are ya today?"
happy,hope this day will be nice as the sun that are upon us
neutral,@Beverleyknight  really? ur a brave lady walkin around those lions then.  any other book suggestions?
amazed,"@ankitbathija Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great.."
happy,Good Morning everyone!  Have a great Monday!  Thanks for following!
neutral,Off to study!  later guys
amazed,"@kontorrecords yes i do, how can I not?"
neutral,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about"
happy,"Just booked my tickets for London on thursday, i'm so exicted"
neutral,found any decently priced breakfast yet? i hope you do  @DavidArchie
happy,@Zokathepuppy heyyy! how are you todayy?!
amazed,@blue_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me
happy,"@Rupert_Grint About the dog thingy, an adorable golden retriever would be awesome !  Or a husky, too. x"
amazed,I'm on Twitter now... how cool am I? and now let's go to McDo
neutral,"@nomysteryleft well, the customer is always right (at least that's what they tell me)"
sad,@pd1001 Aw poor you..ironing! Eek! lol It's raining here too.....prob try and get out with the kids later..nt too exciting im afraid!
neutral,has britney spears  songs all over his Desktop now
neutral,Just got booked my ticket to athens
neutral,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm
amazed,@DJ_Joelted i will definately be there tomorrow
neutral,Kind of tired of poopy puppy patrol....who knew two lil doggies could make so much um...waste. They are super cute though
neutral,Although it is becoming Tuesday (soon) in New Zealand  * @bigbdisco @by_starla @tubilino @LittleC @asterion H... ? http://blip.fm/~5jhim
amazed,@ladybug8320 that is definitely a blast from the past
neutral,ok thats it.... sleep time
sad,@suzi_meow YEAH U Better BE !!
happy,Having fun  With my friend !
happy,@kevmarmol Agree!
happy,"Right I now need breakfast. Let's see if I can make it while Tweeting ;-) What am I thinking, I'm a bloke, multitasking is out lol"
neutral,It's almost past 3. Time to go to bed
sad,@threefromleith Poor you. I'm off on Bank Holiday Monday today too
neutral,@leepovey
neutral,@sabbypar when next week are you leaving? Am off somewhere next week as well.
neutral,Probando TweetDeck
happy,"@WhitneyEVE i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!"
amazed,"@kate38381849 haha, yeah i meant mall! -winks back-"
amazed,@paulcockerton that is truly impressive. Can't come close to that. Takes the argument over whether web needs subs to a new level though
happy,@marcooth GREAT!! i obviously should check twitter more often to know all the important stuff thats going on
neutral,@mileycyrus : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam
happy,Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.
neutral,&quot;family bird is the word&quot; I &lt;3 FAMILY GUY
happy,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
neutral,"@TiffLacey of course, always here for you"
happy,@krissy_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!
happy,spending some quality time with my fender tele deluxe...true love
neutral,@dougiedaydream thank you
neutral,"@jeffparks Good morning, sir"
happy,@igortizz hahahahaha u look really good in ur picture
sad,Boo to the rain. Just got all pruney in the bath  oo its may day..the crazy morris dancers will be having it large in ampthill lol.
neutral,watchin Gilmore Girlz
neutral,@JaimeMcKnight too late!  already finished the chapter and posted it!
neutral,"@nerissa02 Yeah, a few peeps. It should be a good day to catchup with everyone"
happy,"????? ?? ??? ????????, ????? ?? ??? ???????, ??? ??? ?? ?????? ??? ??, ???? ??? ?? ???????... The magic of Rafi singing for Shammi Kapoor"
neutral,@Kait_O haha .. i'm from philippines!  i just want to follow you!
neutral,morning to all
neutral,It are mimi time
happy,what a beautiful morning ; it's time to get up and enjoy the sun
happy,Wearing my new Victoria's Secret slippers
