emotion,content
neutral,@luluberry_0981 ohh that's awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL
happy,@AClockworkToad awww! thats sweet TTT!  Im sure she will love it! your a good son!
happy,"finally, holiday."
happy,@dbgrady lol that was a great movie
happy,Time for me to go to sleep! It's almost 1am. Night everyone! Happy mothers day to all the moms out there
neutral,Thank you
neutral,Waiting for my friend to arrive so I can eat and stay alive.
amazed,getting back from smackdown/ecw show
neutral,@leekingx3 It was on my CNN subscription on Google Reader. I couldn't help but repost it
neutral,@tcheella hahaha u can use my phone everywhere... just use a wi-fi
neutral,@MyShellMeishel Icky bitches piss me off. I am sooo glad you arent an icky bitch!
sad,@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!
happy,going to sleep. big beach day tommorow. love you guys. nite.
sad,@okibi Ah.  I just found it weird because it's my screen name  Name of war and all that jazz
happy,"o/*\o (high five) to all of our fans! It's finally here! I'll write up a fancy news post shortly, wanted to get the mod itself out ASAP"
happy,@dtatusko thx. will do.  you always make me chatty! night!
neutral,@kel7alpha I only happened to look on a random chance. Timing is everything.
happy,"@TXP2 hi there, nice to meet you"
happy,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY
happy,"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother's Day mom!!"
amazed,"@AnnyChih Im sure theres a pamphlet out there somewhere  (Oh, foods pretty good too)"
neutral,"At the grove, just watched star trek, grabbing some food"
neutral,@xAnitaLx I'll do anything you like!!!!! Just lemme know when you figure out what you wanna do!!
neutral,@jefferycjordan thanks  night
angry,OIL IS CHANGED!  And I am filthy.    But it's an accomplished filthy.
sad,@robincareyyo ...you are kickable.
neutral,@RobCairns My pleasure.  Hear Kelli has new project!   #followfriday
happy,@sydeni_f_babei best two seconds of the movie
happy,@LeonceN I have it.  Hehehehe u want the torrent?
amazed,1 month 3 wks till the big day!   ~CSH
happy,Thank you guts for 360 followers! It means a lot!
happy,@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?
neutral,viendo Wolverine
neutral,Just finished watching Star Trek in IMAX. . . Could've watched it all night. . . Live long and prosper
happy,Taco Bell With The Tramp!Yesssssir
neutral,@AbeerforBill their playing journey
neutral,@LorettaK me too except move that 7am to 9am
neutral,@thatjaymie I did
neutral,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.
neutral,I love being scandalous
amazed,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah
happy,Im glad i can make sumone smile
happy,"@lovejones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time"
neutral,drinking a cup of ice chocolate
neutral,is tired and about to go to sleep. night everyone
sad,@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!
happy,@JanisJ1212 haven't laughed that much in awhile
happy,about to drink a hot chocolate  yummy.
neutral,Girls night in
amazed,@FreshAssNess I think i'm falling in love with you!!  xxx #iloveyou
neutral,@Tazz602 you're a big man for embracing your tears
neutral,"From top down: 2x2924, 1x2610, 3x2500. Then an 1841 and two desktops. More gear to come over time of course."
neutral,@Digital_Girl well something thaz quick please
happy,Just had some delicious sushi from niko niko on vermont and hollywood  mm
amazed,@NathanFillion awesome
neutral,@humanabstract anything!
neutral,@HannaG87  There you go.
happy,"overall, tonight's snl = epic win."
happy,"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully..."
happy,just had a great dinner with my wonderful girlfriend.
happy,"@Mingo123 SUFFICATION NO BREATHING. It's okay. There'll be more. You're invited to mine, but I can't promise fun times.  *Jinx"
happy,@oschmid14 How cool is that!   Thank you so much!   luv it!
sad,Aww okayy we'll tell you about it tomorrow then
neutral,Just watched &quot;Marley &amp; Me.&quot; Cute movie. Going to watch &quot;Twilight&quot; soon!  Love it!
neutral,@yonaa mothers day pak...
neutral,"@johnmaine John ohh, I like you. Like, Like-Like you.  Best show ever. &lt;3 the maine."
happy,Playing with my puppy
happy,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick
happy,Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around
neutral,@kitode Well for one thing I might be branded a &quot;public menace&quot; by the state.
neutral,@SAROAR  Trudat... I even have my own peppermint syrup from Starbucks.
neutral,@mattlogelin mankini!! i'm not sure i'd recognize him without his signature two-piece. try to get a picture
happy,I want cookies for breakfast! Luckily I'm an adult and can do that!
neutral,"House of the Muses 4, page 28 is now live.   http://bit.ly/egVW3"
sad,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
neutral,"Have space right next to the rack for another one. So plenty of space for CCNA,CCNP,CCIE lab!"
neutral,PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr
neutral,"@merchantships You're welcome!  Math is really *not* my favorite thing but it's also so useful, so..."
neutral,Writing out to tape.  #48hoursnz
neutral,@kierantong I know anne and judy
neutral,"@Candis04 Hey, Candis."
sad,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)"
neutral,bout 2 watch a movie nd drink wit martin nd leslie
happy,LOL OMG @MissKeriBaby replied back to me out of all ppl!! THX
sad,@dredpiraterob poor thing. come watch tv at my house  lol
happy,lol! woow okay its not that big of a deal
neutral,Sittting in my seat watching the tyra show
happy,Anthony's pretty wicked too.
neutral,"HA. Totally posting an update at 2am.Its lightning outside, pretty."
neutral,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508
neutral,@REALConformist Because of the new #Kirk. That's why. Because of the new #Kirk.
amazed,"@dougstech Isn't he awesome?? There are tons more coming, that was just one of three locations"
neutral,The person that I'm giving my iPhone to is the....ready..... @theapplefreak lol ypu
happy,@laurenmontonen I DIDDDD. I MET THEM AGAIN
neutral,"on myyearbook, myspace, here and messenger"
sad,@TheSpencerSmith hush...stop teasing
amazed,@sporkbot Wasn't it totally awesome?  Seeing the rebooted crew was so nice!
happy,Just watched Star Trek. A+! That was so well done. I think I'm down to see it again. Who wants to join me?
amazed,@shaundiviney Sweeny Todd is deadset one of the best movies of all time
neutral,"@caseorganic But Iï¿½m for smaller companies rather than bigger ones. Itï¿½s not like I have worked at a big company to prove it, though"
neutral,Spending Mother's Day with Mom.
happy,@dmaul53854 yus! :3 he was really nice
neutral,@NikiMoss  It should take you back to colorado where you belong
sad,about to hit the sheets.
sad,listening to the new demo! This song is going to be fantastic once its done!
neutral,one more final
neutral,"@tonicate10 Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!"
happy,"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!"
happy,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!
neutral,@Dime_Diva_Dee26 teehee Im glad to entertain ye
neutral,@SteveAgent I think I should... But with who? Hmmmm. Maybe a friend in ALASKA
happy,@WordyDirts Thanks  your my first lol
happy,@Vengenz1 It was a lovely attempt at poetry!
neutral,@wuzzyangel anytime!.. literally hahaha
neutral,Guess I'm on Twitter now!
sad,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!"
happy,watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!
happy,loving phuket with melai and badette. i'll be coming home soon  imiss everyone
neutral,@mellonikan thank you
neutral,Can't wait to go to bed
happy,ok.  i got my nails done to day an the are sweet.
happy,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?
neutral,Got a sunburn from Coney Island bike ride
happy,"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!"
neutral,@elysion32
happy,"@MeredthSalenger Ur so cute..I'm a fan of Dream A Little Dream, This Kiss and appearances like in Dawson's Creek  Make more flicks!"
neutral,: Out to dinner for the fam and Grandma for Mother's Day.
neutral,sweet dreams!
neutral,@LaughingAttack YAA! hi amy. im showing my new friends our youtube
amazed,@mandiengram Ha! Did she find out? The only thing Google came up with was some database acronym and &quot;dibbs&quot; on the front seat aka shotgun
amazed,@chrisfromracine That's for sure. That's why I intentionally turn my thought processes to the silly
happy,Rey Mysterio is so awesome
happy,"@princessdeleon AWESOME! It feels very fulfilling, doesn't it?  I'm gonna work on SOOOO many people over the summer! Totally excited!"
happy,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great"
happy,just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!
sad,this is how we do itttt
neutral,@hartheart @marlyrae god you guys...i'll call you guys...three way. to discuss.
happy,beach...yummy steak and catching up on 'lost' with my man...lovely day
happy,@CiaoBella50 Evening! How are you this Sat night?
neutral,Watching movies with my dad and talking about life
neutral,http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums
neutral,Kyle can make fart noises with his armpit
neutral,"48 Laws of Power by Robert Greene. It's a little bit much for me, but is anyone interested in a copy? DM me if you are"
neutral,I think I'm going to go outside and have a very John Cage moment   Music majors rejoice!
happy,@meesabythewater thank you so much
happy,"@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though"
neutral,@DanalynnD great game!    WOOHOO on to game 6...the final game?
happy,making margaritas and about to watch Milk. Good times
sad,Soo Tired. My head hurts. I Love Andy sooooo much!
happy,Just ordered henna! I'll be a redhead again in a few weeks.
happy,@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books
happy,@em1234 hahhaha indeed  kinda like the spoon... hahaha
happy,@johncmayer That widewale courduroy'll get ya everytime!
happy,is drinking. Yay!
neutral,Hanging out
neutral,@jehan_ara Good to hear that  Allah aapko sehat de (Y)
sad,@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.
neutral,@WingsStef Yeah tone is lost on twitter unless you use the emoticons
neutral,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!"
happy,@SouthPhilly_Mel thanks that was nice of u and I appreciate u
neutral,"@Pandabeara nope, up tomorrow  I'm tired need bed"
neutral,@littlewhip Couldn't hurt.
neutral,@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...
happy,"@NightShade10 Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!"
happy,Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com
neutral,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/
